text,is_toxic
уроды....он один из лучших полководцев в истории...жаль,1
"😂с чего ты взял,что ты журналист,олень ты чмошный!!!!",1
у меня одно слово сука зачем заводить животное если ты не можешь его любить и сделать за ним???????????????,1
эту дрянь на лесоповалы чтоб там комары его сожрали говго,1
"Звонишь в полицию, говоришь адрес заведения, хули ты как пидорашка? И ничего не будет.",1
"так поступают не люди, а твари!",1
"Алсо, у тебя проблема со склонением в заголовке.",1
"Какая убогая банда, гуляет на просторах YouTube и соцсетей",1
"по моему пиндосов больше всех в россии в свердловске, как раз середина россии по обе стороны вот и контролируют либералов",1
Вот пидарасы! Ну ничео перед ЖЕНЩИНОЙ они ещё встанут на колени!,1
"Наверно, особо злобный пидорас по докам, шоб тень не бросать на героических белогвардейцев",1
"а что, ссышь насоящую рожу показать на странице??? ))))) чего пидар прячешься???",1
"У хохлов огородик, садочок вишневый биля хаты, обязательно палисадник с цветочками, плезир одним словом, как царь Петр говорил",1
не думал что у сябров столько долбоёбов! ((,1
"а сколько таких долбоебов на дороге,это ужас !!!",1
"идиоты , пусть приедут на украину и посмотрят как живёт народ",1
из за таких тварей и другим нет доверия.,1
"значит он разделяет идеологическую платфому суки, предателя и дизертира солженицына",1
"чё за хуйня , какой она министр, вы хоть поинтересуйтесь кто у нас министр труда,а потом слюной брызгайте:-d :-d :-d",1
фсё для таких пидарасоф как ты,1
как же ты тут задолбал пидор долбаный!!! свали с экрана черт задроченый,1
так что не хрюкай бандера ты...,1
Будешь травить с регистрацией по паспорту чмо абоссаное,1
"ты кто? еще пиздюк, так говорить!!научитесь грамоте!!!",1
"продлил И правильно сделал, шизиков надо на цепи держать",1
"Пиздец у тебя чувство юмора, конечно...",1
"Каждый порашный окатыш мнит себя минимум Лениным, рукой водящим быдлу с броневика",1
Ну и вот выходить что эта скотобаза решает что хочется чего-то необычного ну чтобы люди смотрели чтобы выделяться,1
"свой член он, видимо на помойке нашёл, втыкает во все дырки,, позорник, фу, противно",1
"https://youtu.be/kbfdimv44zu🤣🤣🤣у него ничего нет,, москаль голодранец",1
ара армяшка ёбаная......почитай историю ...всегда вас ебали и в этот раз выйбим,1
Вас толстяк в школе не чморил? Откуда ненависть?,1
порю вот такое чмо несет такую галиматью и многие верят,1
дочя говорят ты ты в садике материшься и пиз блы ят и с гиsнкипет,1
"в украине всему пизда..всё в польше, там они платят налоги..",1
"покажи мне хоть одну монету древне дырявого армянского гос., лучше заткнись и соси руский член вам без него не прожить.",1
"Че за ДЦ? Вашингтон ДЦ? Что же тебе в рашке-то не живется? Пукена выбирал, давай наслаждайся теперь.",1
вы блядь заебали уже с этим чёртом!😡,1
"А где я это утверждал, чмоха? Опять спалились.",1
такая же херь ---- в 6 утра ----в субботу------- пидорасы,1
"блять, вы с хохлами заебали - а сейчас ещё и всё казахское говно сюда в po притащите",1
"ебанутая кура ,я не имею отношения к агрономии.",1
а что прям сразу трахаться надо?😜,1
"позор, власти!!! уроды, деньги дерут за всё, не как не нажрутся!! это вам не в ссср.",1
да надо было е му как широков заебашить прям на поле:-d﻿,1
"это не русские,дурашка.это оскотиненное быдло расчеловеченное кошерным телевизорм,навсегда утратившее связь со своим народом.из русских в турции только разведка и дипломаты.",1
"тебе платят хорошо? сколько стоит твоя совесть и самоуважение, шлюха??",1
"ебло закрой,обиженная жизнью баба,а то права она знает,лучше бы ты знала что нельзя чужих детей срать.",1
"жидовка галимый и неумелый фотожоп постит, думает что здесь дураки слепые.:d",1
какая сволочь его после этого на работу возьмет,1
какого хера вы доебались до человека,1
"но если она обиделась, пусть сосёт прощения)",1
"Каких вы блядь пруфов ждете, ебантеи",1
молодец - надо было ещё по ебальнику дать,1
Пшеки будут потом оплотом белого мира.,1
силовые структуры обязаны реагировать и наказать уродов !!!,1
Теперь тащи пруфы наличия их на Дваче.,1
у тебя маняпрезидент открыто говорит что запад это заебись,1
Тут был видос и новость как в каком-то из штатов чувак пристрелил толкнувшего его агрессивного быдлана на парковке у молла,1
"Но я никак не могу одобрить действия ублюдков, которые давят животных и хвастаются этим, убивают всех собак подряд, разбрасывают отраву.",1
ты пидор сам знаешь куда окунаешься каждый день!,1
тебя за такие слова мразь удавить мало,1
вы заебали своим минском и перемирием,1
Просто даже аутичные потуги что-то придумать зашли нахуй в неизвестном направлении.,1
папа вроде нормальным был а сынок говнюком вырос,1
"прошмандовка собирается убивать москалей.так почему не идете освобождать крым???ссыте,потому,что там действительно российская армия и даст вам так,что мало не покажется.",1
для всех долбоебов .........кто еще во что-то веритвот тут все сказано,1
"дебил тот кто такое запостил, какое право оскорблять людей, тем более пожилого возраста, фу аж противно",1
автор иди ты на хуй со своими классами деду они и на хуй не нужны,1
"это ответ чмошника!!! если сам оскорбляешь, это нормально а если ответа сразу хам",1
зачем надо было такую породу придумать ебаные чмошники,1
"верю, что ты хороший парень, дон гандон",1
господи сколько же тупорылых комментаторов которые ни хуя не знают а пытаются умничать,1
ему 200 раз советовали купить шлюху,1
"он все больше и больше походит на старого потрепанного жизнью,пидора",1
"да ну !!! настя ты ебнулась ! тебе льстят , не верь !",1
"Сейчас бы сексуально распущенного дегрода послушать, ахуеть",1
Надо же как выдумать про свои шлюхачьи похождения!,1
"до каскадера ещё далеко, такие долбоебы создают очень нехорошие ситуации даже со смертельным исходом",1
наш народ будут в жопу трахать он и скажет видете какая у нас хорошая власть даже про меня не забыли...,1
тварь бездушная как можно было бросить такое чудо была бы у меня возможность забрала бы себе,1
...да хрен вы угадали твари...заебётесь тюрьмы строить...,1
"знайте,, ссуки своё место ,,,, мрази поганые",1
"Узнаю либераста, это он так отреагировал",1
свободу владимиру санкину!!!! смерть педофилам!!! он за справедливость!,1
"ебанашки однозначно,прям в маске все выжили а остальные на кладбище лежат:d",1
"ни чего мужского не осталось, тьфу мерзось.",1
"да уж вояки! стрелять по мирным домам,убивать детей,для этого нужна храбрость.еще курнут ,выпьют,шалав окопных поимеют и в бой!",1
На тюрьме ты либо с Ворами либо с мусарами.,1
"ничего не меняется,визде пидараси,в погонах,борятся с корупцией,и злосними нарушителями.",1
Ну на публике она позиционирует себя как девочка недотрога,1
Порошенко уже 5 лет нихуя не может сделать,1
"надо уметь,сука, а то подсматривать придётся",1
"безмозглым, ублюдочным стадом очень легко управлять и на.бывать это стадо проще простого!!!",1
"Это из другого анекдота, там тоже в роддоме перепутали русского негра и хохла",1
"пиздец, вы тут реально три задрота",1
верните суки страну что ту поднимала целину что в первой космос поднялась и к мразь ставила стенке всю,1
А что тут годного? Это же просто какие то уроды,1
или мы будем терпеть пока эти мрази жировать в правительстве будут,1
- Какой пароль у твоей мобилы?!!!.,1
конченные суки.разве можно так поступать с людьми да ещё и с ребёнком.сволочи отмороженые,1
а у неё в родне ебанутых не было?,1
таким грибникам руки по самую жопу оторвать чтобы суки с корнями грибы не собирали.,1
вы твари даже истории россии не снаете и когда началась первая и вторая мировая войны,1
во бля еще сука один умник нашелся,1
"Ну кстати, если говорить о сельских жителях, то хохлы попрацовитее будут чем кацапы",1
"И пару выпусков хуеты с Александром, может даже с бабулей если она жива.",1
"власть у нас выборная Как там в 2000м? Алёблять, пидорахам уже даже мэров выбирать не положено.",1
"От этого дерьма по телевизору и радио деваться не куда,а вы сюда это пилите ещё до кучи...",1
сука убила бы нахер за скотину твари мрази ведь животное не ответит тем же а он красавица и умница,1
а не пиздеть.надо было забивать штук пять потом бросать играть.,1
извращенец поганый и как земля таких подонков терпит,1
"так ни кто не ставит лайки, а заработать ох как хочет, тварь продажная!",1
"по ебалу видно, что мразь ещё та....",1
ну и рожа у этой бляди!,1
а что этот плешивый еще не сдох.,1
его самого надо было запречь придурок.,1
"тебя я знаю давно, ты кусок от дохлого бандеры..",1
я дв и эту суку знаю не по наслышке,1
"эта плешивая хуйня многим государствами списала долги , может кто и примит",1
"Не уйду, хуй соси мой ты",1
мразотами запизделась как и ее барин,1
"Пожалуй, это первый случай, когда я согласен с этим рыжим клоуном.",1
"эти блядские полицаи и правители живут за счёт рабочего класса​ да ещё и понукают им , подлецы ...",1
игра ваша гавно и админы пидорасы,1
черт незнает как отмазаться! пидр пропитый,1
твари без сердечные их привязать на жаре и без воды,1
ебанулись совсем себе оденьте эту хуету на морду бараны,1
"Вы вот смеетесь, а что будет, когда у нас эти смешные хохлы закончатся?",1
"что за пидрила мозги ебёт, послали бы его нахуй да и всё...🙈",1
очередной говноролик этого ютубера! ты что там куришь?,1
"у тебя в хаях ошибка,кацапидар ненормальный! букварь купи,уебан!",1
да и нам не в масть иметь еще одних ебанутых соседей.,1
Один пиздёж и желание оскатинить окружающих,1
"Умный оппонент приходит в ярость и бешенство, и это при том, что он прав и подебил",1
"если ты едишь в жопу ебёшься и едишь тихо то дай дорогу нормальным поцыкам ,хуило ебучее.",1
"да заебали жиды , нет не какой пандемии",1
"это моральный урод, а не мужик",1
"у вас даже моря рядом нет,дерьмо армянское",1
это гондон снимал иза этих пидоров пробки и получаются,1
у конченных пидорасов совести нет и не будет.,1
давай рисуй порнокартинки и пиши пошлые комментарии -это все на что вы здесь шлюшки голодранки способны .,1
"всех пидарасов-фашистов найдём! не сразу, может, но найдём и спросим! таракан! а тебя судить не будут",1
"Админ: Вы че, охуели пидоры, нихуя я вам не дам",1
"эта сволочь по бумажке читает, которую ему под сунули, приехал бы в хабаровский край, людей послушать",1
"а значит и драный их батька такой-же фашизюка, если не пресёк это",1
"не власть, не разные пидоры, а именно простой народ",1
а клятву гиппократа забить в жопу !,1
не россия простила а кучка пидорасав.,1
"Это гифка, чувак, она не обрывается",1
"Ты обосрался, понимаешь? И контекст тут не причем",1
"от же пидарас усатый, никак не успокоится!!!",1
"не брехун написано,а грубо говоря пиздабол",1
как не работай ндс и пенсионный возраст меньше не станет!пост петушара писал путинский!,1
и что за имя у вас такое пидор,1
ох и ебла у них .такие жирные,1
"жаль девчушку!повезло,так повезло.мамаша блядина,папашка дурачок.соответствеено ребенок...ппц.",1
и не выпускать этих блядей за периметр,1
только идиоты могли такое сделать для спмоуспокоения,1
"Ну зачем же путать слабоумие с толикой шизофрении, не мешающей нормальной социализации.",1
на колыму дороги строить сталин быстро бы его определил мордоворот морда шире жопы,1
это картинка для пидоров из одноклассников,1
голову оторвать тому надо кто обидит ребенка,1
гасанов лох все правду говарить ханым😒,1
"Если бы я ответил Ты пиздишь это было бы оскорблением, или в контексте ок?",1
Зачем? Это же какое-то шизотворчество опущенной обиженки.,1
с этими свиньями не разговаривать надо,1
"Видос недавно был: мразь какая то девку у прилавка схватил и говорит отдай деньги, а то я ее зарежу",1
я отправил этого урода в баню,1
"больная! тюрьма по ней плачет, родители и у подростка есть и пизды ей дадут думаю",1
"правильно! кормить их несколько лет за счет страны, а по выходу из тюрьмы эти ублюдки продолжать начатое?! показательно расстрелять!!!",1
чувствуешь разницу? или ты кроме баяна ни хуя не чувствуешь? рожа упоротая.,1
её ща на пенсионерские харчи перевести посмотрели бы как запела б тогда.идиотка!!!!👎,1
непонятно кто или цыган или еврей его мамашу по пьяни под забором трахнул..,1
"да мразь просто, а не человек",1
слов нет ;ухуевшие мрази никак не подавятся земля всех принимает без почестей,1
оказывается не только хохлы рождаются дебилами ими становятся и русские после того как наслушаются американских жополизов,1
"ещё такого козла защищать, я бы ему самому за ребёнка бошку оторвала.",1
как тут не вспомнить лаврова🙈: «дебилы..........» 😂,1
"да кому ты нужен йебальщик умственно отсталый,",1
я склонна считать что россгвардия состоит из клонов где берет путин столько мразей?,1
а ты блять хорошая рот закрой,1
А иначе адекватные люди так и будут выносить за мразями,1
а уроды и за деньги готовы что угодно кричать,1
"Я вообще мимопроходил, но аватарок и вниманиеблядей надо щемить и гнать на форумы с кармочкой.",1
итак всю россию просрали хотя бы одну курицу выростили бляди,1
"Если бы хохлов не было, кисель их бы придумал.",1
обижают пидоры беззащитных !!! это нелюди а твари жаль что нет возможности забрать их ....люди разберите пожалуйста кто может!,1
"ребенка своего так возьми, ещё гордится, тварь",1
вот ты мне только что написал тебя найдут и отпиздят,1
какой хороший случай уничтожить этого придурка! и с ш а не нужно ему платить! сплошная экономия!,1
а что немножко им можно ? что вы говорите за воровство руки казнокрадам отрубить как в китае,1
"какой долбоеб поставил маникен, за такие шуточки- уголовное дело.",1
мой как говорил дед еби кривых сорбатых косых увидит бог пошлет пиздатых,1
"им нравится, что эти грязные уроды глумятся над народом",1
что за долбаебы пишут такую хню!!!,1
"Уверен, что эта мразота которая делает скримеры тоже сейчас сюда прибежит, начнет гадить и оправдывать свою деятельность.",1
да когда то восхищался подвигами русских женьщин сейчас поражаюсь продажным блядством вали терешковой,1
ты молодец но пидаразка за токой ответ:,1
пиздец какой то кто так сидит бл.....,1
админ ты по ходу ебанутый фантазёр:-d,1
"он просто себе и своим пидорам делает плот, где его плешивого не кто не достанет",1
"Пусть стрим на канале этой тупой шаболды, но он нереально ламповый и пиздатый",1
ой овца полоумная мелет хрень всякую,1
да таких ебанутых много зомбо ящик смотрят а там его как бога возносят,1
таких далбаебов с детства воспитывать надо потом этой же мамочки на голову сядет,1
какой он в пизде актёр?? бизнесмен ебучий!!!,1
ты долбоеб все тебе не нравится,1
пусть пиздует в африку.нет электричество газ отключит.одежу тоже нафиг.пусть живет в лачуге в шкуре мамонта.защитница х..а,1
вы бы лучше не выставляли такую хренотень а то в психушку попадёте,1
"толя ,ты - полный недоумок ! давай смеши и дальше честной народ",1
когда наконец этот старый козел заткнется,1
сиди в своем вонючем братске и не вякай если этот путин нравится тебе и жизнь такая !,1
сложно мне дебилу понять все эти матрицы попроще бы:-),1
откуда блядь у тебя такие фото,1
Ебать смелая в 88 лет от мужа уйти,1
"неведомо тварям, что есть благородство, привычнее тварям, обычное скотство",1
"мой друг купил измеритель излучения, и проверил эту хуйню",1
этот урод позор воздушно десантных войск -кусок говна,1
Главный модуль американской части МКС тоже создан в России - и хуле? Короче маму твою ебал.,1
"какие нахуй они воры, а? этим пидорасам имя лохмачи больше они не заслужевают",1
Хватит повторять эту тупую мантру трусливых скунсов про потерю года жизни,1
"это уже не мужик, а ху..та",1
Зачем ты что то пишешь хейтерок? Пошёл вон.,1
курящие не интерисуют её пощла тогда на хуй,1
"Замечу, что быдло думает, что в ссср все было бесплатно за счет подоходного",1
может там ты по актуальнее найдёшь темы для своих ебучих лайков😏 газ.........,1
"как много мудозвонов, как много негатива, как хорошо же нам жилося при ельцине, при горбачеве????????",1
все кричали карантин изменил что нашу жизнь ни не будет по прежнему пиздеж как были долбоебами так и остались,1
сталина на них и в сибирь блядей.,1
"эту сучку за лжесвидетельсво привлечь, чтобы не повадно было.",1
из за пару пидарасов не можете обсуждать нацию,1
работать начинайте а не в интернете пи*дите.,1
клоун в очередной раз отсосал.да и кто его собирался слушать?,1
когда блять наконец-то тебя встречу! 😅😎💫,1
"- Постит откровенно провокационные посты, разжигает срачи, флеймит, признаёт что постит провокации",1
она уже заебала всех со своими шпагатами какбудто больше нет,1
Если нет- главврача ссаными тряпками гнать с проверкой на служебное несоответствие,1
"а че так завелся то? еблан ты конченый ,гандон кремлевский",1
"правильно сделала что ушла,неряха.все придется делать самой,а с другой стороны....может проверял.ну все равно правильно поступила,мудак!",1
"как задолбал этот ежедневный спам, и придурки, радующиеся спаму! почему гнусных спамщиков и их лизоблюдов не блокируют?",1
ты пидор ты очём где жизьнь встроне нищета кругом,1
"Я бы нашел ту тварь, написал бы ей деликатно что со стороны юриспруденции она совершила критическую ошибку.",1
что происходит вообще подошёл какой-то хрен в гражданском суёт какое-то удостоверение послали бы его в пешее эротическое путешествие,1
"вот поэтому вы все в говне живете, что в ваших головушках до сих пор советский блядь союз",1
таких с себя не скинешь до последнего выебут,1
дать пизды? и на зону лет на пять?,1
ублюдка в зоне на кол аденут,1
НУ тупые Ты не правильно написал,1
"какова хера ты так пишешь,дебилизмом см тралаешь,лечись и не выходи в общество....",1
"за яйца подвесить этого козла , чтоб детки от такого не рождались",1
"кому ты падаль в уши дуешь , на 35-45 000 два раза в год он сука ездит, ..",1
у оли ублюдочный жених у лены полный зал,1
"пипец, представляю что эта мразь с домашними своими творит.",1
"как всегда попрошайничаешь,привыкла побирушка клянчить у подписчиков,сейчас начнет просить детские.вещи,себе чехлы,уебище,днище",1
сами скоро до китайской побежите суки рашистские.,1
уберите этого пидора кгбшного с интернета,1
"Штрюня, вот ты когда молчишь-умнее кажешься, а уж как ляпнешь так только хуйню",1
меньше бы было желающих!!! на собственной шкуре все бы прочухали...ублюдки,1
пиздоболы у всех там дети и капитал смешно аш,1
"табуретки на 3-х ножках, пусть жопу массажируют",1
"весь расчёт был на то, что люди начнут потасовку с этими накаченными, но безмозглыми уродами, вмешается полиция и шествие сорвано",1
"один баран фуфло запостил, остальное стадо подгавкивает.",1
"Да не буду я тебе нихуя искать, общеизвестная инфа",1
одна гадина за весь народ а ты спросил свой народ можно ли ссориться с соседом с братом !!!,1
уберите этого пидора с.ленты видеть не могу эту обезьяну,1
не дохуя ли начальства? особенно тёлки начальники,1
"а пшеки не много на себя берут, моськи задрипанные",1
а зачем сразу кавказцев.у нас своих уродов хватает.пускай менты лучше работают а не на жопе сидят,1
"Уважаю Сталика Хакегншиев, особенно когда он своих подписчиков называет козладаразина и ссыт им в рот.",1
Ну сколько можно издеваться над двачерами? Уберите эту гугловскую хуйню с двача!!!,1
"не то что сейчас, детей суки травят китайской хуйнёй.",1
"уроды,а если винтом их бы задели",1
"какая же ты мразь, кузнецов, пидор и мразь!",1
долбаебы все кто выходит чего вам бля не хватает,1
"Но уже поздно, канал хрюкана зашкварен навсегда.",1
ей снится как насосала на всё это убожество.👎 (md),1
пидрилпродакшээн киркоров умница.призываю собирать деньги для него !,1
да пошли вы на хуй.мне и так ни плохо живётся.,1
суки не любят правду пора по всей россии подниматься не включай заднюю николай народ с тобой,1
не уж то страна успела таких уёбков наплодить,1
"передайте этим хозяевам , что они мрази, пожалуйста...",1
чтоб вы суки или ваши близкие сами попали под дубье продажных тварей в погонах.,1
"Дебс блять, если бы траллировал я бы просто постил анимешные смаг фейсы",1
вы мрази этот ублюдок должен сидеть,1
"чего мозг ебёте? умерла от двусторонней пневмонии, говноеды сраные, пневмонии сука и сердечной недостаточности",1
Ебать ты просто мировой заговор вскрыл,1
"Нигде, блять, не сказано что коммунист должен жить в говне, жрать говяжий анус и раздавать все деньги",1
а мне не надо пиздеть,1
та дохуя у вас врагов...чо хахакаешь ебнутая?,1
"пиздят многие а дело где?? красиво говорит, только всем надо за народ беспокоиться, а эти ебанаросы только о себе думают",1
"дебил пошел на х ..й , работай и не скули , или пообщайся с осиповой .))))",1
при сталине за такое что летом в жару водой пенсионеров и детей не обеспечивают водой уже бы давно растреляли,1
народ !!!голосуй не голосуй все равно получишь куй (h) избирком гарантирует :d :d :d,1
"какой купальник? хуй вывалится из купальника все разбегутся на пляже, не поймут что за чучело 😆😆😆😆😆🤣🤣🤣🤣🤣🤣🤣🤣",1
вот таких уродов надо лешать прав,1
очередной пиздобол когда уж закроют провокаторы,1
"только, блядь, у нас причина как всегда автобус",1
"Ты покажи конкретно где шитпост, я вообще не ебу что у тебя в голове.",1
Попробуй еще раз Аргументный аргумент хуле,1
просто слов нет ! охуеть людей разводят а еще же верят некоторые без обид тупорылые,1
пидор ты чимкенский ты че мне в личку жалуешься на всех,1
"никто его не арестует! непотопляемая скотина! вся россия его ненавидит, а он на всех плюет.",1
ты чо совсем тупой?ведь на весь мир слава то и без ордена,1
заебал этот хабаровск и все пидорасы которые хотят в нем отметиться,1
"врага мы знаем, а предатели как крысы действуют, просто твари.",1
"не понимаю, что тут удивительного? срач тв со время создания канала прославился пиздежом",1
всех блядей кремлев ских поголовно вакцинировать!,1
"в своей стране порядка нет.какой леван,сирия и т.д.бесит уже этот долбоеьизм.",1
"эту мразь нужно не увольнять,а засадить!и на долго!",1
"Ну чё шизло ёбаное, давай и тут сагой вайпай",1
"безвиз не позволяет жить и работать в ЕС, хохлы там нахуй никому не нужны, без виз только для туристических целей.",1
"если нашлись дебилы такое придумать, то и матери такие найдутся!",1
"я имела в виду не мать одиночку,а наше охуевшее правительство😉😡",1
? таких козлов надо учить уму разуму и увальнять.,1
в своём репертуаре обьебывает как всегда россиян пидарас,1
пошли вы сука все на хуй со своим коронавирусом.....,1
вечная память!!! а блядям бандерлогам хуй поганый в рот.,1
лишь бы только улыбался твой ебааальник оо о о оо ууу,1
"Прежде, чем пиздеть, глянули бы всю ветку коментов и с чего всё началось",1
"долбоёб тупоголовый, посмотри сначала где я живу..",1
Банишь людей в группе за лвйки и одно упоминание стрима,1
"учи русский, падла понаехавшая в лисий жопе лисий жопа у тебя вместо твоего еблишша",1
"долбоеб конечный, деньги мужика превратили в пидора",1
"Но ты, либероидная промытка, все равно им не поверишь",1
езжай в укроп и пусть твои детки на мове точные науки вдупляют ...,1
Нифига ты глазастый! И правда заточка осталась на асфальте.,1
белорусы ещё не знают сколько пидаров они получат в придачу к демократии.,1
2:30 - малолетнему дебилу открылся дзен и пришло просветление,1
иди ищи поддержку у порватой многоразовый пизды.,1
дом два уроды и начинают зажиточную бестолковые жизнь,1
"вы,что херню всякую несете,за своей страной смотрите долбаеб....",1
блять вышла б замуж родила детей и растила бы в своё удовольствие а не красовалась.овца,1
чтоб бумеранг по роже пролетел твари!!!,1
"мораль: большинство посылает вас нахуй, не желая участвовать в вашем шабаше...",1
"называйте вещи своими именами ,два пидора на лужайке",1
хабаровск то не сдается ! а вы пидорасы продолжаете путину жопу лизать !,1
лукашенко сидит у руля или янукович - один хуй - кто с россией - там будет бардак..,1
я врот ебал вашего заместителя) пока удачи на дорогах(h) ✌,1
если человек долбаёб то он им и останется...и не имеет значения цвет коды...,1
ну и хмырь все повесил на женщину и рад до жопы нюхает цветочки пиздюк ушастый,1
Привстань с бутылки: тебя не слышно.,1
далбоебы мы уже так написали свою историю россии,1
"иди подумывай шлюхер зачем тебя позвать здесь, не за миха ты здесь будешь потвечать еще за глория",1
А фото лугандонских бандитов не причина?,1
Это кто тут Шелдона минусит за пидораз?,1
с острова можете так же забрать с собой татарскую мразь галимову.,1
"Во всяком случае, он не такой долбоёб , чтобы Супрун поддерживать.",1
"минетов, обоссышься при встрече со мной",1
"Короче, этому петуху место в изоляции.",1
"ХУЯ ВЫ ТУТ БОМБИТЕ1А НЕХУЙ БЫЛО МАЛОГО ДИВАНОНИТЬ.ЖАЛКИЕ ДУРАЧКИ.ХИККАН ВСЕ ПРАВИЛЬНО ДЕЛАЕТ, А ВЫ ЗЛИТЕСЬ ДАЛЬШЕ.",1
а то махом вычислим тебя бандеровского выкорыша,1
посмотрите на современных женщин как они скачут по хуям,1
Это ты пишешь как житель тех мест или просто как хуйло пиздлявое?,1
"Лол, ох уж эта бессильная, пидорашья злоба",1
какие же есть уроды! последнее дело глумиться над беззащитными!,1
проклятье - олигархов их долбанутые детишки,1
Ты нормальнео не умеешь ты сразу урчать начинаешь,1
таких блядей я ещё не видел,1
"фу блядь, как противно! ссыкло, даже ответить за свой поступок не может",1
козлы ебаные перейди по ссылке переходишь там ещё перейди,1
Все эти охуительные сказки про гулаги и голодоморы уже были разъёбаны 1000 раз на ютубе,1
пидарасы ебаные сами ни че сзделать не умеете хоть спиздийде чужое:d :( :d,1
не хер ходить на концерты этих всех мразей,1
- ну и спи блять! а что трубку берёшь?!,1
"смешная ты хохля все хочешь выеппппппп у нас у вас ,а с этим обедом показала истину что там у вас",1
кто виноват? вы сами дибилы и нехуй жаловаться.,1
"в стране жопа , а дебилы белоруссию обсуждают)))))",1
.этих тварей постоянно хочется целовать и тискать.....,1
найти его и отпи...ть по мужски.,1
вот и поднялся народ против путинского произвола осталось его и всю думу расстрелять,1
Вроде его там на попиле военных бюджетов поймали? Вы что блять совсем необучаемые?,1
в тюрьму эту сволоту!!! был бы жив отец сам бы удавил - сволоту!,1
